8.5E-7	2.68542199488491E-26
8.50604838709677E-7	2.68542199488491E-26
8.51209677419355E-7	2.68542199488491E-26
8.51814516129032E-7	2.68542199488491E-26
8.5241935483871E-7	3.58056265984655E-26
8.53024193548387E-7	3.58056265984655E-26
8.53629032258065E-7	3.58056265984655E-26
8.54233870967742E-7	3.58056265984655E-26
8.54838709677419E-7	4.47570332480818E-26
8.55443548387097E-7	4.47570332480818E-26
8.56048387096774E-7	4.47570332480818E-26
8.56653225806452E-7	5.37084398976982E-26
8.57258064516129E-7	5.37084398976982E-26
8.57862903225806E-7	6.26598465473146E-26
8.58467741935484E-7	6.26598465473146E-26
8.59072580645161E-7	7.16112531969309E-26
8.59677419354839E-7	7.16112531969309E-26
8.60282258064516E-7	8.05626598465473E-26
8.60887096774194E-7	8.05626598465473E-26
8.61491935483871E-7	8.95140664961637E-26
8.62096774193548E-7	8.95140664961637E-26
8.62701612903226E-7	9.846547314578E-26
8.63306451612903E-7	1.07416879795396E-25
8.63911290322581E-7	1.16368286445013E-25
8.64516129032258E-7	1.16368286445013E-25
8.65120967741935E-7	1.34271099744246E-25
8.65725806451613E-7	1.34271099744246E-25
8.6633064516129E-7	1.43222506393862E-25
8.66935483870968E-7	1.52173913043478E-25
8.67540322580645E-7	1.61125319693095E-25
8.68145161290323E-7	1.70076726342711E-25
8.6875E-7	1.79028132992327E-25
8.69354838709677E-7	1.87979539641944E-25
8.69959677419355E-7	1.9693094629156E-25
8.70564516129032E-7	2.05882352941176E-25
8.7116935483871E-7	2.14833759590793E-25
8.71774193548387E-7	2.32736572890026E-25
8.72379032258065E-7	2.41687979539642E-25
8.72983870967742E-7	2.50639386189258E-25
8.73588709677419E-7	2.68542199488491E-25
8.74193548387097E-7	2.77493606138107E-25
8.74798387096774E-7	2.86445012787724E-25
8.75403225806452E-7	2.9539641943734E-25
8.76008064516129E-7	3.13299232736573E-25
8.76612903225807E-7	3.22250639386189E-25
8.77217741935484E-7	3.40153452685422E-25
8.77822580645161E-7	3.58056265984655E-25
8.78427419354839E-7	3.67007672634271E-25
8.79032258064516E-7	3.84910485933504E-25
8.79637096774194E-7	4.02813299232737E-25
8.80241935483871E-7	4.20716112531969E-25
8.80846774193548E-7	4.38618925831202E-25
8.81451612903226E-7	4.47570332480818E-25
8.82056451612903E-7	4.65473145780051E-25
8.82661290322581E-7	4.83375959079284E-25
8.83266129032258E-7	5.01278772378517E-25
8.83870967741935E-7	5.10230179028133E-25
8.84475806451613E-7	5.28132992327366E-25
8.8508064516129E-7	5.46035805626598E-25
8.85685483870968E-7	5.54987212276215E-25
8.86290322580645E-7	5.72890025575448E-25
8.86895161290323E-7	5.9079283887468E-25
8.875E-7	5.99744245524297E-25
8.88104838709677E-7	6.17647058823529E-25
8.88709677419355E-7	6.35549872122762E-25
8.89314516129032E-7	6.44501278772378E-25
8.8991935483871E-7	6.53452685421995E-25
8.90524193548387E-7	6.71355498721228E-25
8.91129032258065E-7	6.8925831202046E-25
8.91733870967742E-7	6.98209718670077E-25
8.92338709677419E-7	7.07161125319693E-25
8.92943548387097E-7	7.25063938618926E-25
8.93548387096774E-7	7.34015345268542E-25
8.94153225806452E-7	7.51918158567775E-25
8.94758064516129E-7	7.60869565217391E-25
8.95362903225806E-7	7.69820971867008E-25
8.95967741935484E-7	7.8772378516624E-25
